common_name,confidence,aru,date,time,sampling_interval
Mourning Dove,0.2699,HMpond_aru18,2025-05-15,11:00:00,20250515_11:00:00
Acadian Flycatcher,0.9612,HMpond_aru18,2025-05-15,11:20:00,20250515_11:20:00
Black-and-white Warbler,0.9767,HMpond_aru18,2025-05-15,11:20:00,20250515_11:20:00
Northern Cardinal,0.4371,HMpond_aru18,2025-05-15,11:20:00,20250515_11:20:00
Eastern Wood-Pewee,0.3241,HMpond_aru18,2025-05-15,11:20:00,20250515_11:20:00
Mourning Dove,0.2543,HMpond_aru18,2025-05-15,11:20:00,20250515_11:20:00
Acadian Flycatcher,0.9852,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Eastern Wood-Pewee,0.8058,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Black-and-white Warbler,0.2649,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Belted Kingfisher,0.9884,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Cooper's Hawk,0.5473,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Northern Parula,0.4542,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Greater Yellowlegs,0.5985,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Mourning Dove,0.8073,HMpond_aru18,2025-05-15,11:40:00,20250515_11:40:00
Acadian Flycatcher,0.8399,HMpond_aru18,2025-05-15,12:00:00,20250515_12:00:00
Mourning Dove,0.7113,HMpond_aru18,2025-05-15,12:00:00,20250515_12:00:00
Great Crested Flycatcher,0.3455,HMpond_aru18,2025-05-15,12:00:00,20250515_12:00:00
Eastern Wood-Pewee,0.2806,HMpond_aru18,2025-05-15,12:00:00,20250515_12:00:00
Yellow-billed Cuckoo,0.9882,HMpond_aru18,2025-05-15,12:00:00,20250515_12:00:00
Northern Parula,0.3051,HMpond_aru18,2025-05-15,12:00:00,20250515_12:00:00
Acadian Flycatcher,0.9859,HMpond_aru18,2025-05-15,12:20:00,20250515_12:20:00
Eastern Wood-Pewee,0.4664,HMpond_aru18,2025-05-15,12:20:00,20250515_12:20:00
Yellow-throated Vireo,0.7382,HMpond_aru18,2025-05-15,12:20:00,20250515_12:20:00
Black-and-white Warbler,0.5828,HMpond_aru18,2025-05-15,12:20:00,20250515_12:20:00
American Goldfinch,0.3176,HMpond_aru18,2025-05-15,12:20:00,20250515_12:20:00
White-breasted Nuthatch,0.3701,HMpond_aru18,2025-05-15,12:20:00,20250515_12:20:00
Acadian Flycatcher,0.9234,HMpond_aru18,2025-05-15,12:40:00,20250515_12:40:00
Pine Warbler,0.9002,HMpond_aru18,2025-05-15,12:40:00,20250515_12:40:00
Black-and-white Warbler,0.3018,HMpond_aru18,2025-05-15,12:40:00,20250515_12:40:00
Chuck-will's-widow,0.3239,HMpond_aru18,2025-05-15,12:40:00,20250515_12:40:00
Northern Parula,0.6816,HMpond_aru18,2025-05-15,12:40:00,20250515_12:40:00
White-eyed Vireo,0.6847,HMpond_aru18,2025-05-15,13:00:00,20250515_13:00:00
Eastern Wood-Pewee,0.5827,HMpond_aru18,2025-05-15,13:00:00,20250515_13:00:00
Acadian Flycatcher,0.6978,HMpond_aru18,2025-05-15,13:00:00,20250515_13:00:00
Black-and-white Warbler,0.3269,HMpond_aru18,2025-05-15,13:00:00,20250515_13:00:00
Cooper's Hawk,0.4493,HMpond_aru18,2025-05-15,13:00:00,20250515_13:00:00
Red-headed Woodpecker,0.2602,HMpond_aru18,2025-05-15,13:00:00,20250515_13:00:00
Blue Jay,0.7111,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Scarlet Tanager,0.7191,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Great Crested Flycatcher,0.9798,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Eastern Wood-Pewee,0.7204,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Broad-winged Hawk,0.459,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Common Nighthawk,0.9014,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Cooper's Hawk,0.2815,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Fish Crow,0.3144,HMpond_aru18,2025-05-15,13:20:00,20250515_13:20:00
Scarlet Tanager,0.3133,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Eastern Wood-Pewee,0.4506,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
White-eyed Vireo,0.4433,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Swainson's Warbler,0.2632,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Tufted Titmouse,0.2717,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Black-and-white Warbler,0.3252,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Blue-gray Gnatcatcher,0.3514,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Belted Kingfisher,0.5934,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Yellow-throated Vireo,0.4399,HMpond_aru18,2025-05-15,13:40:00,20250515_13:40:00
Acadian Flycatcher,0.8061,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Blue-gray Gnatcatcher,0.5477,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Brown-headed Nuthatch,0.3078,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Northern Parula,0.2886,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Scarlet Tanager,0.3768,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Northern Cardinal,0.334,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Worm-eating Warbler,0.4845,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Fish Crow,0.3526,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Black-and-white Warbler,0.4221,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Mourning Dove,0.4307,HMpond_aru18,2025-05-15,14:00:00,20250515_14:00:00
Scarlet Tanager,0.4295,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Acadian Flycatcher,0.9236,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Blue-gray Gnatcatcher,0.6667,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Cooper's Hawk,0.5373,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Eastern Wood-Pewee,0.4354,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Eastern Phoebe,0.2805,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Great Crested Flycatcher,0.2711,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
American Goldfinch,0.3583,HMpond_aru18,2025-05-15,14:20:00,20250515_14:20:00
Pine Warbler,0.397,HMpond_aru18,2025-05-15,14:40:00,20250515_14:40:00
Eastern Wood-Pewee,0.8941,HMpond_aru18,2025-05-15,14:40:00,20250515_14:40:00
Mourning Dove,0.2503,HMpond_aru18,2025-05-15,14:40:00,20250515_14:40:00
Northern Parula,0.5991,HMpond_aru18,2025-05-15,14:40:00,20250515_14:40:00
Great Crested Flycatcher,0.9087,HMpond_aru18,2025-05-15,14:40:00,20250515_14:40:00
Yellow-throated Vireo,0.5073,HMpond_aru18,2025-05-15,14:40:00,20250515_14:40:00
Eastern Wood-Pewee,0.6917,HMpond_aru18,2025-05-15,15:00:00,20250515_15:00:00
Summer Tanager,0.4574,HMpond_aru18,2025-05-15,15:00:00,20250515_15:00:00
Great Crested Flycatcher,0.2923,HMpond_aru18,2025-05-15,15:00:00,20250515_15:00:00
Acadian Flycatcher,0.364,HMpond_aru18,2025-05-15,15:00:00,20250515_15:00:00
Black-and-white Warbler,0.3218,HMpond_aru18,2025-05-15,15:20:00,20250515_15:20:00
Cape May Warbler,0.2829,HMpond_aru18,2025-05-15,15:20:00,20250515_15:20:00
Acadian Flycatcher,0.3808,HMpond_aru18,2025-05-15,15:20:00,20250515_15:20:00
Cooper's Hawk,0.3957,HMpond_aru18,2025-05-15,15:20:00,20250515_15:20:00
Belted Kingfisher,0.9495,HMpond_aru18,2025-05-15,15:20:00,20250515_15:20:00
American Redstart,0.3148,HMpond_aru18,2025-05-15,15:20:00,20250515_15:20:00
Belted Kingfisher,0.998,HMpond_aru18,2025-05-15,15:40:00,20250515_15:40:00
Cedar Waxwing,0.3134,HMpond_aru18,2025-05-15,15:40:00,20250515_15:40:00
Eastern Wood-Pewee,0.7565,HMpond_aru18,2025-05-15,15:40:00,20250515_15:40:00
Black-and-white Warbler,0.3919,HMpond_aru18,2025-05-15,15:40:00,20250515_15:40:00
Red-headed Woodpecker,0.8617,HMpond_aru18,2025-05-15,15:40:00,20250515_15:40:00
Red-bellied Woodpecker,0.3221,HMpond_aru18,2025-05-15,15:40:00,20250515_15:40:00
Acadian Flycatcher,0.9232,HMpond_aru18,2025-05-15,16:20:00,20250515_16:20:00
Yellow-throated Vireo,0.4088,HMpond_aru18,2025-05-15,16:20:00,20250515_16:20:00
Cape May Warbler,0.2566,HMpond_aru18,2025-05-15,16:20:00,20250515_16:20:00
Blue-gray Gnatcatcher,0.3301,HMpond_aru18,2025-05-15,16:20:00,20250515_16:20:00
Cooper's Hawk,0.6485,HMpond_aru18,2025-05-15,16:40:00,20250515_16:40:00
Acadian Flycatcher,0.9495,HMpond_aru18,2025-05-15,16:40:00,20250515_16:40:00
Eastern Wood-Pewee,0.6136,HMpond_aru18,2025-05-15,16:40:00,20250515_16:40:00
Gray Catbird,0.3585,HMpond_aru18,2025-05-15,16:40:00,20250515_16:40:00
Acadian Flycatcher,0.9283,HMpond_aru18,2025-05-15,17:00:00,20250515_17:00:00
Tufted Titmouse,0.2556,HMpond_aru18,2025-05-15,17:00:00,20250515_17:00:00
Great Crested Flycatcher,0.569,HMpond_aru18,2025-05-15,17:00:00,20250515_17:00:00
Great Crested Flycatcher,0.2995,HMpond_aru18,2025-05-15,17:20:00,20250515_17:20:00
Black-and-white Warbler,0.5133,HMpond_aru18,2025-05-15,17:20:00,20250515_17:20:00
Tufted Titmouse,0.3023,HMpond_aru18,2025-05-15,17:20:00,20250515_17:20:00
Eastern Wood-Pewee,0.3027,HMpond_aru18,2025-05-15,17:20:00,20250515_17:20:00
Pine Warbler,0.3611,HMpond_aru18,2025-05-15,17:20:00,20250515_17:20:00
Mourning Dove,0.4668,HMpond_aru18,2025-05-15,17:20:00,20250515_17:20:00
Blue-gray Gnatcatcher,0.705,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
Acadian Flycatcher,0.8182,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
Red-bellied Woodpecker,0.4368,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
White-breasted Nuthatch,0.333,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
Black-and-white Warbler,0.7147,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
Eastern Wood-Pewee,0.3084,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
Yellow-billed Cuckoo,0.8867,HMpond_aru18,2025-05-15,17:40:00,20250515_17:40:00
Acadian Flycatcher,0.6146,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Eastern Wood-Pewee,0.5992,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Yellow-throated Vireo,0.3133,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Cooper's Hawk,0.3732,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Yellow-billed Cuckoo,0.9509,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Mississippi Kite,0.3161,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Red-headed Woodpecker,0.9341,HMpond_aru18,2025-05-15,18:00:00,20250515_18:00:00
Eastern Wood-Pewee,0.3653,HMpond_aru18,2025-05-15,18:20:00,20250515_18:20:00
Mourning Dove,0.6717,HMpond_aru18,2025-05-15,18:20:00,20250515_18:20:00
Cooper's Hawk,0.2641,HMpond_aru18,2025-05-15,18:20:00,20250515_18:20:00
Red-headed Woodpecker,0.4906,HMpond_aru18,2025-05-15,18:20:00,20250515_18:20:00
Northern Rough-winged Swallow,0.3546,HMpond_aru18,2025-05-15,18:20:00,20250515_18:20:00
Red-headed Woodpecker,0.909,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Eastern Kingbird,0.6912,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Mourning Dove,0.5219,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Northern Mockingbird,0.2974,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Brown-headed Cowbird,0.3266,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Black-and-white Warbler,0.7077,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Eastern Wood-Pewee,0.5644,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Northern Rough-winged Swallow,0.8067,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Wood Thrush,0.474,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Pine Warbler,0.2808,HMpond_aru18,2025-05-15,18:40:00,20250515_18:40:00
Red-headed Woodpecker,0.9809,HMpond_aru18,2025-05-15,19:00:00,20250515_19:00:00
Northern Bobwhite,0.408,HMpond_aru18,2025-05-15,19:00:00,20250515_19:00:00
Great Blue Heron,0.327,HMpond_aru18,2025-05-15,19:00:00,20250515_19:00:00
Gray Catbird,0.3487,HMpond_aru18,2025-05-15,19:00:00,20250515_19:00:00
Eastern Wood-Pewee,0.3659,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Mourning Dove,0.2827,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Yellow-throated Vireo,0.727,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Tufted Titmouse,0.2657,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Yellow-billed Cuckoo,0.2526,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Black-and-white Warbler,0.2587,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Pine Warbler,0.3629,HMpond_aru18,2025-05-15,19:20:00,20250515_19:20:00
Great Crested Flycatcher,0.7004,HMpond_aru18,2025-05-15,19:40:00,20250515_19:40:00
American Goldfinch,0.8387,HMpond_aru18,2025-05-15,19:40:00,20250515_19:40:00
Eastern Wood-Pewee,0.3441,HMpond_aru18,2025-05-15,19:40:00,20250515_19:40:00
Gray Catbird,0.3688,HMpond_aru18,2025-05-15,19:40:00,20250515_19:40:00
Great Crested Flycatcher,0.7381,HMpond_aru18,2025-05-15,20:00:00,20250515_20:00:00
Eastern Wood-Pewee,0.4406,HMpond_aru18,2025-05-15,20:00:00,20250515_20:00:00
Great Blue Heron,0.2609,HMpond_aru18,2025-05-15,20:00:00,20250515_20:00:00
Louisiana Waterthrush,0.5381,HMpond_aru18,2025-05-15,20:00:00,20250515_20:00:00
Eastern Towhee,0.2581,HMpond_aru18,2025-05-15,20:00:00,20250515_20:00:00
Pine Warbler,0.4343,HMpond_aru18,2025-05-15,20:00:00,20250515_20:00:00
Wood Thrush,0.2554,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Eastern Wood-Pewee,0.5331,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Summer Tanager,0.471,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Louisiana Waterthrush,0.7346,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Painted Bunting,0.3614,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Blue Grosbeak,0.2551,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Great Blue Heron,0.5714,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Swainson's Warbler,0.507,HMpond_aru18,2025-05-15,20:20:00,20250515_20:20:00
Great Blue Heron,0.5135,HMpond_aru18,2025-05-15,20:40:00,20250515_20:40:00
Eastern Whip-poor-will,0.8536,HMpond_aru18,2025-05-15,21:00:00,20250515_21:00:00
Chuck-will's-widow,0.9965,HMpond_aru18,2025-05-15,21:00:00,20250515_21:00:00
Northern Bobwhite,0.5153,HMpond_aru18,2025-05-15,21:40:00,20250515_21:40:00
Mallard,0.3951,HMpond_aru18,2025-05-15,22:00:00,20250515_22:00:00
Northern Bobwhite,0.3205,HMpond_aru18,2025-05-15,22:20:00,20250515_22:20:00
Northern Bobwhite,0.3005,HMpond_aru18,2025-05-15,22:40:00,20250515_22:40:00
Barred Owl,0.403,HMpond_aru18,2025-05-15,22:40:00,20250515_22:40:00
Eastern Whip-poor-will,0.429,HMpond_aru18,2025-05-15,23:00:00,20250515_23:00:00
Great Blue Heron,0.2588,HMpond_aru18,2025-05-15,23:20:00,20250515_23:20:00
Northern Bobwhite,0.4003,HMpond_aru18,2025-05-15,23:40:00,20250515_23:40:00
Eastern Whip-poor-will,0.5852,HMpond_aru18,2025-05-16,00:00:00,20250516_00:00:00
Eastern Whip-poor-will,0.8563,HMpond_aru18,2025-05-16,00:20:00,20250516_00:20:00
Great Blue Heron,0.3131,HMpond_aru18,2025-05-16,00:40:00,20250516_00:40:00
Great Blue Heron,0.2876,HMpond_aru18,2025-05-16,01:00:00,20250516_01:00:00
Kentucky Warbler,0.5668,HMpond_aru18,2025-05-16,01:00:00,20250516_01:00:00
Barred Owl,0.2614,HMpond_aru18,2025-05-16,01:20:00,20250516_01:20:00
Great Blue Heron,0.4781,HMpond_aru18,2025-05-16,01:20:00,20250516_01:20:00
Barred Owl,0.3344,HMpond_aru18,2025-05-16,02:00:00,20250516_02:00:00
Yellow-billed Cuckoo,0.3436,HMpond_aru18,2025-05-16,02:00:00,20250516_02:00:00
Great Blue Heron,0.5549,HMpond_aru18,2025-05-16,02:00:00,20250516_02:00:00
Eastern Whip-poor-will,0.5879,HMpond_aru18,2025-05-16,02:20:00,20250516_02:20:00
Barred Owl,0.4439,HMpond_aru18,2025-05-16,02:40:00,20250516_02:40:00
Kentucky Warbler,0.5058,HMpond_aru18,2025-05-16,02:40:00,20250516_02:40:00
Green Heron,0.3778,HMpond_aru18,2025-05-16,03:00:00,20250516_03:00:00
Great Blue Heron,0.4086,HMpond_aru18,2025-05-16,03:00:00,20250516_03:00:00
Great Blue Heron,0.5724,HMpond_aru18,2025-05-16,03:20:00,20250516_03:20:00
Eastern Whip-poor-will,0.6488,HMpond_aru18,2025-05-16,03:20:00,20250516_03:20:00
Great Blue Heron,0.4335,HMpond_aru18,2025-05-16,03:40:00,20250516_03:40:00
Chuck-will's-widow,0.4713,HMpond_aru18,2025-05-16,03:40:00,20250516_03:40:00
Great Blue Heron,0.2551,HMpond_aru18,2025-05-16,04:00:00,20250516_04:00:00
Eastern Whip-poor-will,0.3151,HMpond_aru18,2025-05-16,04:00:00,20250516_04:00:00
Eastern Whip-poor-will,0.9735,HMpond_aru18,2025-05-16,04:20:00,20250516_04:20:00
Great Blue Heron,0.2589,HMpond_aru18,2025-05-16,04:20:00,20250516_04:20:00
Eastern Whip-poor-will,0.3033,HMpond_aru18,2025-05-16,04:40:00,20250516_04:40:00
Eastern Whip-poor-will,0.89,HMpond_aru18,2025-05-16,05:00:00,20250516_05:00:00
Barred Owl,0.2544,HMpond_aru18,2025-05-16,05:00:00,20250516_05:00:00
Eastern Whip-poor-will,0.4027,HMpond_aru18,2025-05-16,05:20:00,20250516_05:20:00
Chuck-will's-widow,0.9816,HMpond_aru18,2025-05-16,05:40:00,20250516_05:40:00
Eastern Whip-poor-will,0.3562,HMpond_aru18,2025-05-16,05:40:00,20250516_05:40:00
Northern Cardinal,0.5465,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Eastern Whip-poor-will,0.6367,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Northern Bobwhite,0.2648,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Wood Thrush,0.3942,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Kentucky Warbler,0.2695,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Prothonotary Warbler,0.2784,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Louisiana Waterthrush,0.4736,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Swainson's Warbler,0.271,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Yellow-throated Warbler,0.2679,HMpond_aru18,2025-05-16,06:00:00,20250516_06:00:00
Prothonotary Warbler,0.4478,HMpond_aru18,2025-05-16,06:20:00,20250516_06:20:00
Bachman's Sparrow,0.2918,HMpond_aru18,2025-05-16,06:20:00,20250516_06:20:00
Carolina Chickadee,0.3162,HMpond_aru18,2025-05-16,06:20:00,20250516_06:20:00
Yellow-throated Warbler,0.2605,HMpond_aru18,2025-05-16,06:20:00,20250516_06:20:00
Swainson's Warbler,0.2566,HMpond_aru18,2025-05-16,06:20:00,20250516_06:20:00
Acadian Flycatcher,0.7007,HMpond_aru18,2025-05-16,06:20:00,20250516_06:20:00
Carolina Chickadee,0.6141,HMpond_aru18,2025-05-16,06:40:00,20250516_06:40:00
Prothonotary Warbler,0.341,HMpond_aru18,2025-05-16,06:40:00,20250516_06:40:00
Acadian Flycatcher,0.3924,HMpond_aru18,2025-05-16,06:40:00,20250516_06:40:00
Eastern Wood-Pewee,0.553,HMpond_aru18,2025-05-16,06:40:00,20250516_06:40:00
Yellow-throated Vireo,0.3214,HMpond_aru18,2025-05-16,06:40:00,20250516_06:40:00
Ruby-throated Hummingbird,0.2516,HMpond_aru18,2025-05-16,06:40:00,20250516_06:40:00
Acadian Flycatcher,0.9418,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Yellow-throated Vireo,0.442,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Wood Thrush,0.3535,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Eastern Wood-Pewee,0.5474,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Pine Warbler,0.4931,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Louisiana Waterthrush,0.2935,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Black-and-white Warbler,0.6167,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Bachman's Sparrow,0.2552,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
American Crow,0.8688,HMpond_aru18,2025-05-16,07:00:00,20250516_07:00:00
Wood Thrush,0.5546,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Black-and-white Warbler,0.3845,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Acadian Flycatcher,0.8044,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Eastern Wood-Pewee,0.3732,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Pine Warbler,0.4344,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Cooper's Hawk,0.405,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Broad-winged Hawk,0.572,HMpond_aru18,2025-05-16,07:20:00,20250516_07:20:00
Acadian Flycatcher,0.9154,HMpond_aru18,2025-05-16,07:40:00,20250516_07:40:00
Eastern Wood-Pewee,0.4873,HMpond_aru18,2025-05-16,07:40:00,20250516_07:40:00
Louisiana Waterthrush,0.2954,HMpond_aru18,2025-05-16,07:40:00,20250516_07:40:00
Swainson's Warbler,0.2873,HMpond_aru18,2025-05-16,07:40:00,20250516_07:40:00
Pine Warbler,0.2521,HMpond_aru18,2025-05-16,07:40:00,20250516_07:40:00
Pine Warbler,0.2931,HMpond_aru18,2025-05-16,08:00:00,20250516_08:00:00
Great Crested Flycatcher,0.3034,HMpond_aru18,2025-05-16,08:00:00,20250516_08:00:00
Eastern Wood-Pewee,0.5666,HMpond_aru18,2025-05-16,08:00:00,20250516_08:00:00
Acadian Flycatcher,0.4893,HMpond_aru18,2025-05-16,08:00:00,20250516_08:00:00
Swainson's Warbler,0.2765,HMpond_aru18,2025-05-16,08:00:00,20250516_08:00:00
Summer Tanager,0.7634,HMpond_aru18,2025-05-16,08:00:00,20250516_08:00:00
Acadian Flycatcher,0.9939,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Pine Warbler,0.2532,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Kentucky Warbler,0.3239,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Swainson's Warbler,0.3215,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Red-bellied Woodpecker,0.2717,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Eastern Wood-Pewee,0.5688,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Eastern Towhee,0.5242,HMpond_aru18,2025-05-16,08:20:00,20250516_08:20:00
Wood Thrush,0.433,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Swainson's Warbler,0.2523,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Great Crested Flycatcher,0.5623,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Acadian Flycatcher,0.3641,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Mourning Dove,0.7866,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Eastern Wood-Pewee,0.7165,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Worm-eating Warbler,0.4075,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Red-bellied Woodpecker,0.833,HMpond_aru18,2025-05-16,08:40:00,20250516_08:40:00
Wood Thrush,0.7447,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Eastern Wood-Pewee,0.2677,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Acadian Flycatcher,0.9326,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Northern Cardinal,0.3016,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Broad-winged Hawk,0.2877,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Mourning Dove,0.4344,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Summer Tanager,0.6884,HMpond_aru18,2025-05-16,09:00:00,20250516_09:00:00
Wood Thrush,0.7227,HMpond_aru18,2025-05-16,09:20:00,20250516_09:20:00
Northern Cardinal,0.2607,HMpond_aru18,2025-05-16,09:20:00,20250516_09:20:00
Yellow-throated Vireo,0.5478,HMpond_aru18,2025-05-16,09:20:00,20250516_09:20:00
Acadian Flycatcher,0.8631,HMpond_aru18,2025-05-16,09:20:00,20250516_09:20:00
Pine Warbler,0.2635,HMpond_aru18,2025-05-16,09:20:00,20250516_09:20:00
Wood Thrush,0.2516,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Acadian Flycatcher,0.7597,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Yellow-throated Vireo,0.5146,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Black-and-white Warbler,0.3858,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Cape May Warbler,0.2828,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Eastern Wood-Pewee,0.7781,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Pine Warbler,0.3108,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Carolina Chickadee,0.6889,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Worm-eating Warbler,0.2781,HMpond_aru18,2025-05-16,09:40:00,20250516_09:40:00
Pine Warbler,0.9792,HMpond_aru18,2025-05-16,10:00:00,20250516_10:00:00
